-38.74313861945563, -72.60261998304189
-38.743219161956326, -72.60263607629565
-38.74336769464405, -72.60266356893787
-38.743493737985894, -72.60268703826635
-38.743611413101604, -72.60270715483355
-38.743724904033385, -72.60272794195369
-38.74380962986195, -72.60274135299849
-38.7438347337932, -72.60276281066987
-38.74387814265116, -72.60277018674452
-38.743961299307685, -72.6027708572973
-38.74399163315744, -72.60280773767049
-38.744017260020456, -72.60285132356606
-38.74398274220286, -72.60312155612394
-38.74395382669497, -72.60337997988375
-38.74392663081577, -72.60363747195066
-38.743912509874185, -72.60381785050791
-38.74389211295403, -72.60384131983629
-38.743861256063745, -72.60386747137363
-38.743724981309725, -72.60383295618051
-38.743501660273964, -72.60378668807485
-38.74336411090634, -72.603753831015
-38.743296120625146, -72.60374041997069
-38.74323859033878, -72.60371560953782
-38.74318733604461, -72.60367671750791
-38.743176875978854, -72.6036693414333
-38.74308535034631, -72.6036478837613
-38.74298702553858, -72.60362508498514
-38.742983364504234, -72.60353321932676
-38.7429927785878, -72.60338301562057
-38.74302258984461, -72.60321269534944
-38.743053970101805, -72.60302225850866
-38.74308587334892, -72.60282444559525
-38.74311202354114, -72.60264339648575
-38.74312771365033, -72.60247978173278
-38.74300951473301, -72.60246033571782
-38.74300794571952, -72.60234969459827
-38.74304821705562, -72.60210695468018
-38.74307279824919, -72.60195809208297
-38.74311097753326, -72.60172675155476
-38.74314183474809, -72.60153631471397
-38.743182106008284, -72.60125334166436
-38.743203026134765, -72.60113197170534
-38.74311568456791, -72.60110649072024
-38.74298127248421, -72.60107765697234
-38.74282698592846, -72.60103608273255
-38.74268838924641, -72.6010032256719
-38.74253305604234, -72.6009636630893
-38.74241694817222, -72.60092544161009
-38.742219773567754, -72.60089258455206
-38.742175840689356, -72.60088252626791
-38.74213190778563, -72.60115611158169
-38.74211151035516, -72.6013344784842
-38.7420790836606, -72.60154167913043
-38.742047179963784, -72.60173949204113
-38.74202102938068, -72.60189975403308
-38.741977096380964, -72.60212841235065
-38.741959836980826, -72.60226386390701
-38.74194153155218, -72.60240199766838
-38.74207542258109, -72.6024335136264
-38.74223598688287, -72.60246771179202
-38.74242113224138, -72.6024911811205
-38.74258744884954, -72.60252068542005
-38.74275794912266, -72.60257365904725
-38.74289288463185, -72.60256963573596
-38.74303880297703, -72.6025931050653
-38.74313451269564, -72.60261389218472
